Darrell|Griffith|190|1958-6-16
Petur|Gudmundsson|260|1958-10-30
Scott|Haffner|180|1966-2-2
Glenn|Hagan|170|1955-6-25
Jack|Haley|240|1964-1-27
Tom|Hammonds|215|1967-3-27
Bob|Hansen|190|1961-1-18
Bill|Hanzlik|185|1957-12-6
Tim|Hardaway|175|1966-9-1
Alan|Hardy|195|1957-5-25
Derek|Harper|185|1961-10-13
Mike|Harper|195|1957-12-9
Ron|Harper|185|1964-1-20
Steve|Harris|195|1963-10-15
Tony|Harris|190|1967-5-13
Scott|Hastings|235|1960-6-3
Hersey|Hawkins|190|1966-9-29
Steve|Hayes|205|1955-8-2
Cedric|Henderson|210|1965-10-3
Dave|Henderson|195|1964-7-21
Jerome|Henderson|230|1959-10-5
Kevin|Henderson|195|1964-3-22
Carl|Henry|205|1960-8-16
Conner|Henry|195|1963-7-21
Steve|Henson|177|1968-2-2
Mike|Higgins|220|1967-2-17
Rod|Higgins|200|1960-1-31
Sean|Higgins|205|1968-12-30
Tyrone|Hill|240|1968-3-19
Roy|Hinson|210|1961-5-2
Craig|Hodges|190|1960-6-27
Michael|Holton|185|1961-8-4
Dave|Hoppen|235|1964-3-13
Dennis|Hopson|200|1965-4-22
Cedrick|Hordges|220|1957-1-8
Tito|Horford|245|1966-1-19
Jeff|Hornacek|190|1963-5-3
Ed|Horton|230|1967-12-17
Alfredrick|Hughes|215|1962-7-19
Eddie|Hughes|200|1960-5-26
Jay|Humphries|185|1962-10-17
Marc|Iavaroni|210|1956-9-15
Byron|Irvin|190|1966-12-2
Jaren|Jackson|190|1967-10-27
Mark|Jackson|180|1965-4-1
Michael|Jackson|183|1964-7-13
Myron|Jackson|185|1964-5-6
Ralph|Jackson|190|1962-10-26
Tony|Jackson|170|1958-1-17
Tracy|Jackson|205|1959-4-21
Dave|Jamerson|190|1967-8-13
Henry|James|220|1965-7-29
Les|Jepsen|237|1967-6-24
Avery|Johnson|175|1965-3-25
Buck|Johnson|190|1964-1-3
Clay|Johnson|175|1956-7-18
Eddie A.|Johnson|215|1959-5-1
Eric|Johnson|205|1966-2-7
Frank|Johnson|185|1958-11-23
Reggie|Johnson|205|1957-6-25
Steve|Johnson|235|1957-11-3
Steffond|Johnson|240|1962-11-4
Kannard|Johnson|220|1965-6-24
Kevin|Johnson|180|1966-3-4
Ken|Johnson|240|1962-11-7
Lee|Johnson|205|1957-6-16
Nate|Johnston|210|1966-12-18
Jim|Johnstone|245|1960-9-20
Anthony|Jones|195|1962-9-13
Bill|Jones|175|1966-3-18
Charles|Jones|215|1957-4-3
Charles A.|Jones|215|1962-1-12
Earl|Jones|210|1961-1-13
Edgar|Jones|225|1956-6-17
Mark|Jones|175|1961-4-10
Ozell|Jones|235|1960-11-20
Shelton|Jones|210|1966-4-6
Willie|Jones|190|1959-9-1
Michael|Jordan|195|1963-2-17
Walter|Jordan|198|1956-2-19
Yvon|Joseph|245|1957-10-31
Clarence|Kea|218|1959-2-2
Harold|Keeling|185|1963-9-18
Clark|Kellogg|225|1961-7-2
Shawn|Kemp|230|1969-11-26
Tim|Kempton|245|1964-1-25
Steve|Kerr|175|1965-9-27
Jerome|Kersey|215|1962-6-26
Alec|Kessler|230|1967-1-13
Randolph|Keys|195|1966-4-19
Bo|Kimble|190|1966-4-9
Stan|Kimbrough|153|1966-4-24
Chad|Kinch|190|1958-5-22
Albert|King|190|1959-12-17
Stacey|King|230|1967-1-29
Curtis|Kitchen|235|1964-1-30
Greg|Kite|250|1961-8-5
Joe|Kleine|255|1962-1-4
Negele|Knight|175|1967-3-6
Bart|Kofoed|210|1964-3-24
Jon|Koncak|250|1963-5-17
Joe|Kopicki|240|1960-6-12
Frank|Kornet|225|1967-1-27
Wayne|Kreklow|175|1957-1-4
Larry|Krystkowiak|220|1964-9-23
Bruce|Kuczenski|230|1961-2-3
Bill|Laimbeer|245|1957-5-19
Jeff|Lamp|195|1959-3-9
Jim|Lampley|230|1960-7-2
Jerome|Lane|230|1966-12-4
Andrew|Lang|245|1966-6-28
Ed|Lawrence|228|1952-12-8
Jeff|Lebo|180|1966-10-5
Eric|Leckner|265|1966-5-27
Keith|Lee|215|1962-12-28
Kurk|Lee|190|1967-6-3
Rock|Lee|220|1955-5-1
Tim|Legler|200|1966-12-26
Gary|Leonard|250|1967-2-16
Jim|Les|165|1963-8-18
Ronnie|Lester|175|1959-1-1
Clifford|Lett|170|1965-12-23
Lafayette|Lever|170|1960-8-18
Cliff|Levingston|210|1961-1-4
Ralph|Lewis|200|1963-3-28
Reggie|Lewis|195|1965-11-21
Marcus|Liberty|205|1968-10-27
Todd|Lichti|205|1967-1-8
Steve|Lingenfelter|225|1958-6-10
Alton|Lister|240|1958-10-1
Lewis|Lloyd|205|1959-2-22
Robert|Lock|225|1966-5-22
Darrell|Lockhart|245|1960-9-14
Ian|Lockhart|240|1967-6-25
Kevin|Loder|205|1959-3-15
Brad|Lohaus|230|1964-9-29
Grant|Long|225|1966-3-12
Sidney|Lowe|195|1960-1-21
Rudy|Macklin|205|1958-2-19
Kyle|Macy|175|1957-4-9
Dave|Magley|202|1959-11-24
Rick|Mahorn|240|1958-9-21
Dan|Majerle|215|1965-9-9
Jeff|Malone|205|1961-6-28
Karl|Malone|250|1963-7-24
Danny|Manning|230|1966-5-17
Pace|Mannion|190|1960-9-22
Roy|Marble|190|1966-12-13
Sarunas|Marciulionis|200|1964-6-13
Bill|Martin|205|1962-8-16
Brian|Martin|212|1962-8-18
Fernando|Martin|220|1962-3-25
Jeff|Martin|195|1967-1-14
Mo|Martin|200|1964-7-2
Anthony|Mason|250|1966-12-14
Tony|Massenburg|220|1967-7-13
Wes|Matthews|170|1959-8-24
Vernon|Maxwell|180|1965-9-12
Bill|Mayfield|205|1957-10-17
Travis|Mays|190|1968-6-19
Bob|McCann|244|1964-4-22
Mel|McCants|240|1967-8-19
Dwayne|McClain|185|1963-2-7
George|McCloud|205|1967-5-27
Keith|McCord|210|1957-6-22
Tim|McCormick|240|1962-3-10
Rodney|McCray|220|1961-8-29
Scooter|McCray|215|1960-2-8
John|McCullough|190|1956-10-5
Xavier|McDaniel|205|1963-6-4
Ben|McDonald|210|1962-7-20
Hank|McDowell|215|1959-11-13
Mike|McGee|190|1959-7-29
Kevin|McHale|210|1957-12-19
Kevin|McKenna|195|1959-1-8
Forrest|McKenzie|200|1963-2-16
Derrick|McKey|205|1966-10-10
Carlton|McKinney|190|1964-10-21
Nate|McMillan|195|1964-8-3
Mark|McNamara|235|1959-6-8
Chris|McNealy|210|1961-7-15
Cozell|McQueen|235|1962-1-18
Scott|Meents|225|1964-1-4
Larry|Micheaux|220|1960-3-24
Bob|Miller|230|1956-7-9
Dick|Miller|215|1958-4-26
Reggie|Miller|185|1965-8-24
Terry|Mills|230|1967-12-21
Dirk|Minniefield|180|1961-1-17
Sam|Mitchell|210|1963-9-2
Todd|Mitchell|205|1966-7-26
Andre|Moore|215|1964-7-2
Johnny|Moore|175|1958-3-3
Lowes|Moore|170|1957-5-5
Ron|Moore|260|1962-1-16
Guy|Morgan|205|1960-8-23
Chris|Morris|210|1966-1-20
Mike|Morrison|195|1967-8-16
John|Morton|180|1967-5-18
Richard|Morton|190|1966-2-2
Perry|Moss|185|1958-11-11
Chris|Mullin|200|1963-7-30
Chris|Munk|225|1967-8-5
Jay|Murphy|220|1962-6-26
Ronnie|Murphy|225|1964-7-29
Tod|Murphy|220|1963-12-24
Jerrod|Mustaf|238|1969-10-28
Pete|Myers|180|1963-9-15
Larry|Nance|205|1959-2-12
Kenny|Natt|185|1958-10-5
Craig|Neal|165|1964-2-16
Ed|Nealy|238|1960-2-19
Martin|Nessley|260|1965-2-16
Chuck|Nevitt|217|1959-6-13
Johnny|Newman|190|1963-11-28
Carl|Nicks|175|1958-10-6
Mike|Niles|225|1955-3-31
Kurt|Nimphius|218|1958-3-13
Dyron|Nix|210|1967-2-11
Ken|Norman|215|1964-9-5
Audie|Norris|230|1960-12-18
Dennis|Nutt|170|1963-3-25
Mike|O'Koren|207|1958-2-7
Dan|O'sullivan|250|1968-3-3
Charles|Oakley|225|1963-12-18
Alan|Ogg|240|1967-7-5
Hakeem|Olajuwon|250|1963-1-21
Jawann|Oldham|215|1957-7-4
Brian|Oliver|210|1968-6-1
Louis|Orr|175|1958-5-7
Jose|Ortiz|225|1963-10-25
Gerald|Paddio|205|1965-4-21
Walter|Palmer|215|1968-10-23
Zarko|Paspalj|215|1966-3-27
Myles|Patrick|220|1954-11-19
John|Paxson|185|1960-9-29
Kenny|Payne|195|1966-11-25
Gary|Payton|180|1968-7-23
Will|Perdue|240|1965-8-29
Sam|Perkins|235|1961-6-14
Tim|Perry|200|1965-6-4
Chuck|Person|220|1964-6-27
Jim|Petersen|235|1962-2-22
Drazen|Petrovic|195|1964-10-22
Mike|Phelps|180|1961-10-3
Eddie|Phillips|225|1961-9-29
Ricky|Pierce|205|1959-8-19
Ed|Pinckney|195|1963-3-27
John|Pinone|230|1961-2-19
Tom|Piotrowski|240|1960-10-17
Scottie|Pippen|210|1965-9-25
Charlie|Pittman|220|1958-3-23
Gary|Plummer|215|1962-2-21
Dwayne|Polee|180|1963-3-2
Olden|Polynice|220|1964-11-21
David|Pope|220|1962-4-15
Dave|Popson|220|1964-5-17
Terry|Porter|195|1963-4-8
Paul|Pressey|185|1958-12-24
Dominic|Pressley|170|1964-5-30
Harold|Pressley|210|1963-7-14
Mark|Price|170|1964-2-15
Tony|Price|190|1957-1-5
Kevin|Pritchard|180|1967-7-17
Brian|Quinnett|235|1966-5-30
Mark|Radford|190|1959-7-5
Ed|Rains|190|1956-12-24
Kurt|Rambis|213|1958-2-25
Wally|Rank|220|1958-3-1
Kelvin|Ransey|170|1958-5-3
Blair|Rasmussen|250|1962-11-13
Leo|Rautins|215|1960-3-20
Jamesearl|Ray|215|1957-7-27
Billy|Reid|190|1957-9-10
J.r.|Reid|247|1968-3-31
Richard|Rellford|230|1964-2-16
Jerry|Reynolds|200|1962-12-23
Glen|Rice|215|1967-5-28
Pooh|Richardson|180|1966-5-14
Mitch|Richmond|215|1965-6-30
Ramon|Rivas|260|1966-6-3
David|Rivers|170|1965-1-20
Doc|Rivers|185|1961-10-13
Fred|Roberts|218|1960-8-14
Alvin|Robertson|185|1962-7-22
Clifford R.|Robinson|225|1966-12-16
David|Robinson|235|1965-8-6
Larry|Robinson|180|1968-1-11
Oliver|Robinson|180|1960-3-13
Rumeal|Robinson|195|1966-11-13
Wayne|Robinson|217|1958-4-19
Dennis|Rodman|210|1961-5-13
Johnny|Rogers|225|1963-12-30
Lorenzo|Romar|175|1958-11-13
Robert|Rose|180|1964-12-27
Doug|Roth|255|1967-8-24
Scott|Roth|212|1963-6-3
Ron|Rowan|200|1962-4-23
Jim|Rowinski|250|1961-1-4
Derrick|Rowland|195|1959-6-21
Brian|Rowsom|220|1965-10-23
Donald|Royal|210|1966-5-22
Delaney|Rudd|180|1962-11-8
Jeff|Ruland|240|1958-12-16
Walker|Russell|195|1960-10-26
John|Salley|230|1964-5-16
Ralph|Sampson|228|1960-7-7
Jeff|Sanders|225|1966-1-14
Mike|Sanders|210|1960-5-7
Wayne|Sappleton|215|1960-11-17
Dewayne|Scales|208|1958-12-28
Danny|Schayes|235|1959-5-10
Steve|Scheffler|250|1967-9-3
Tom|Scheffler|240|1954-10-27
Duane|Schintzius|260|1968-10-14
Russ|Schoene|210|1960-4-16
Detlef|Schrempf|214|1963-1-21
John|Schweitz|210|1960-4-19
Byron|Scott|195|1961-3-28
Dennis|Scott|229|1968-9-5
Carey|Scurry|188|1962-12-4
Rony|Seikaly|230|1965-5-10
Brad|Sellers|210|1962-12-17
Tom|Sewell|185|1962-3-11
Char|Shackleford|225|1966-4-22
John|Shasky|235|1964-7-31
Brian|Shaw|190|1966-3-22
Craig|Shelton|210|1957-5-1
Edmund|Sherod|170|1959-9-13
Dexter|Shouse|200|1963-3-24
Jerry|Sichting|168|1956-11-29
Lionel|Simmons|210|1968-11-14
Mckinley|Singleton|175|1961-10-29
Charlie|Sitton|210|1962-7-3
Scott|Skiles|180|1964-3-5
Jose|Slaughter|205|1960-9-9
Tom|Sluby|200|1962-2-18
Keith|Smart|175|1964-9-21
Charles|Smith|230|1965-7-16
Charles|Smith|160|1967-11-29
Clinton|Smith|210|1964-1-19
Derek|Smith|205|1961-11-1
Jim|Smith|225|1958-2-12
Kenny|Smith|170|1965-3-8
Keith|Smith|180|1964-3-9
Larry|Smith|215|1958-1-18
Michael|Smith|225|1965-5-19
Otis|Smith|210|1964-1-30
Tony|Smith|185|1968-6-14
Rik|Smits|250|1966-8-23
Mike|Smrek|250|1962-8-31
Rory|Sparrow|175|1958-6-12
Felton|Spencer|265|1968-1-15
Larry|Spriggs|230|1959-9-8
Terence|Stansbury|170|1961-2-27
John|Starks|180|1965-8-10
Everette|Stephens|175|1966-10-21
Brook|Steppe|195|1959-11-7
Steve|Stipanovich|245|1960-11-17
Alex|Stivrins|220|1962-11-29
John|Stockton|170|1962-3-26
Greg|Stokes|220|1963-8-5
Rod|Strickland|175|1966-7-11
John|Stroeder|260|1958-7-24
John|Stroud|215|1957-10-29
Barry|Sumpter|215|1965-11-11
Jon|Sundvold|170|1961-7-2
Dane|Suttle|190|1961-8-9
Roy|Tarpley|230|1964-11-28
Anthony|Taylor|175|1965-11-30
Jay|Taylor|190|1967-10-3
Jeff|Taylor|175|1960-1-1
Leonard|Taylor|220|1966-5-2
Vince|Taylor|180|1960-9-11
Terry|Teagle|195|1960-4-10
Carlos|Terry|210|1956-6-22
Peter|Thibeaux|210|1961-10-3
David|Thirdkill|195|1960-4-12
Irving|Thomas|225|1966-1-2
Isiah|Thomas|180|1961-4-30
Jim|Thomas|190|1960-10-19
Bernard|Thompson|210|1962-8-30
Billy|Thompson|195|1963-12-1
Corny|Thompson|225|1960-2-5
Lasalle|Thompson|245|1961-6-23
Paul|Thompson|210|1961-5-25
Bob|Thornton|225|1962-7-10
Otis|Thorpe|225|1962-8-5
Sedale|Threatt|175|1961-9-10
Darren|Tillis|215|1960-2-23
Wayman|Tisdale|240|1964-6-9
Ray|Tolbert|225|1958-9-10
Tom|Tolbert|235|1965-10-16
Andrew|Toney|178|1957-11-23
Sedric|Toney|178|1962-4-13
Andy|Toolson|210|1966-1-19
Linton|Townes|190|1959-11-30
Kelly|Tripucka|220|1959-2-16
Trent|Tucker|193|1959-12-20
Andre|Turner|160|1964-12-13
Elston|Turner|190|1959-6-10
Henry|Turner|200|1966-8-18
Jeff|Turner|230|1962-4-9
Mel|Turpin|240|1960-12-28
Kelvin|Upshaw|180|1963-1-24
Darnell|Valentine|183|1959-2-3
Ron|Valentine|210|1957-11-27
Kiki|Vandeweghe|220|1958-8-1
Nick|Vanos|255|1963-4-13
Loy|Vaught|230|1968-2-27
Peter|Verhoeven|215|1959-2-15
Jay|Vincent|220|1959-6-10
Sam|Vincent|185|1963-5-18
Gary|Voce|240|1965-11-24
Alexander|Volkov|218|1964-3-29
Danny|Vranes|210|1958-10-29
Stojan|Vrankovic|260|1964-1-22
Brett|Vroman|220|1955-12-25
Mark|Wade|160|1965-10-15
Milt|Wagner|185|1963-2-20
Granville|Waiters|225|1961-1-8
Darrell|Walker|180|1961-3-9
Kenny|Walker|210|1964-8-18
Jamie|Waller|215|1964-11-20
Bryan|Warrick|195|1959-7-22
Chris|Washburn|225|1965-5-13
Duane|Washington|195|1964-8-31
Dwayne|Washington|190|1964-1-6
Spud|Webb|133|1963-7-13
Brant|Weidner|230|1960-10-28
Chris|Welp|245|1964-1-2
Bill|Wennington|245|1963-12-26
Doug|West|200|1967-5-27
Mark|West|230|1960-11-5
Ennis|Whatley|177|1962-8-11
Clinton|Wheeler|185|1959-10-27
Randy|White|240|1967-11-4
Rory|White|210|1959-8-16
Tony|White|170|1965-2-15
Willie|White|195|1962-8-20
Eric|White|200|1965-12-30
Charles|Whitney|235|1957-6-22
Mitchell|Wiggins|185|1959-9-28
Michael|Wiley|200|1957-10-16
Morlon|Wiley|185|1966-9-24
James|Wilkes|195|1958-3-12
Dominique|Wilkins|200|1960-1-12
Eddielee|Wilkins|220|1962-5-7
Gerald|Wilkins|185|1963-9-11
Jeff|Wilkins|230|1955-3-9
Dale|Wilkinson|220|1960-3-18
Pete|Williams|190|1965-3-10
Buck|Williams|215|1960-3-8
Guy|Williams|200|1960-7-1
Herb|Williams|242|1958-2-16
Hotrod|Williams|215|1962-8-9
Jayson|Williams|240|1968-2-22
John|Williams|235|1966-10-26
Kevin|Williams|175|1961-9-11
Kenny|Williams|205|1969-6-9
Michael|Williams|175|1966-7-23
Mike|Williams|255|1963-8-14
Reggie|Williams|190|1964-3-5
Rickey|Williams|175|1957-3-12
Rob|Williams|175|1961-5-5
Samuel|Williams|210|1959-3-7
Scott|Williams|230|1968-3-21
Kevin|Willis|220|1962-9-6
Mike|Wilson|175|1959-9-15
Nikita|Wilson|200|1964-2-25
Othell|Wilson|190|1961-10-26
Ricky|Wilson|195|1964-7-16
Trevor|Wilson|210|1968-3-16
Kennard|Winchester|210|1966-9-3
David|Wingate|185|1963-12-15
Rickie|Winslow|225|1964-7-26
Voise|Winters|200|1962-10-12
Randy|Wittman|210|1959-10-28
Garry|Witts|190|1959-7-3
Joe|Wolf|230|1964-12-17
Al|Wood|193|1958-6-2
David|Wood|227|1964-11-30
Howard|Wood|235|1959-5-20
Leon|Wood|185|1962-3-25
Mike|Woodson|195|1958-3-24
Orlando|Woolridge|215|1959-12-16
Haywoode|Workman|180|1966-1-23
Sam|Worthen|195|1958-1-17
James|Worthy|225|1961-2-27
Brad|Wright|225|1962-3-26
Howard|Wright|220|1967-12-20
A.j.|Wydner|180|1964-9-11
Rich|Yonakor|220|1958-10-3
Danny|Young|175|1962-7-26
Michael|Young|220|1961-1-2
Perry|Young|210|1963-8-4
Phil|Zevenbergen|230|1964-4-13
Jim|Zoet|240|1953-12-20
